Anno,Titolo,Artista,Anno_ultimo_rilascio,Durata(min),Popolarità,URL immagine album,Decade,Anni_dalla_pubblicazione
1997,Ti parlerò d'amore,Massimo Ranieri,1997,3.854,16,https://i.scdn.co/image/ab67616d0000b2737274a260a36f1091fb1cabc1,1990,0
1997,Nel respiro più grande,Tosca,1997,4.035,3,https://i.scdn.co/image/ab67616d0000b273740eadc5af995c7d21721a81,1990,0
1997,Senza tù,Francesco Baccini,1998,4.483,6,https://i.scdn.co/image/ab67616d0000b2739b2ef9da7b8dd0684d7770ba,1990,1
1997,È andata così,Dirotta su Cuba,1997,4.132,17,https://i.scdn.co/image/ab67616d0000b273ccb445d5ec4fe50c0d029054,1990,0
1997,Dentro me,Marina Rei,1997,4.233,13,https://i.scdn.co/image/ab67616d0000b2737c9538227e4e20413595d280,1990,0
1997,Verso il sole,Al Bano,2007,4.294,3,https://i.scdn.co/image/ab67616d0000b273757d2c05a3ffc2c3114e6562,1990,10
1997,Quello che sento,Cattivi Pensieri,1997,4.047,9,https://i.scdn.co/image/ab67616d0000b273fbb209c5eaa75385a2d59883,1990,0
1997,Papa nero,Pitura Freska,2011,3.906,30,https://i.scdn.co/image/ab67616d0000b273a557202ee1ce21b4dc43f134,1990,14
1997,Faccia pulita,Toto Cutugno,2010,4.584,10,https://i.scdn.co/image/ab67616d0000b2736dc8d4845eeeb475b45bd5f9,1990,13
1997,Vero amore,Ragazzi Italiani,2022,3.819,12,https://i.scdn.co/image/ab67616d0000b2731ba71a385aa41c7986b3df32,1990,25
1997,Alianti liberi,New Trolls e Greta,2010,4.214,1,https://i.scdn.co/image/ab67616d0000b27393fcd52f2996169f246d20d4,1990,13
1997,Luna,Loredana Bertè,1979,4.571,41,https://i.scdn.co/image/ab67616d0000b2733ecf730677fb7d31d352e70b,1990,0
1997,Attimi,Alessandro Mara,2023,3.705,2,https://i.scdn.co/image/ab67616d0000b2739b267a50067622411e1e91be,1990,26
1997,Confusa e felice,Carmen Consoli,1997,3.635,29,https://i.scdn.co/image/ab67616d0000b273a6edda8cd80f003c6b615938,1990,0
1997,E penserò al tuo viso...,Alessandro Errico,1997,5.302,1,https://i.scdn.co/image/ab67616d0000b27319a62857966882fc6cf36f20,1990,0
1997,Fragolina,Leandro Barsotti,2020,2.5,29,https://i.scdn.co/image/ab67616d0000b2730341c32c4427d758e25264d2,1990,23
1997,Quando viene sera,Olivia,2018,3.372,0,https://i.scdn.co/image/ab67616d0000b273c680dc13931c3673bde98158,1990,21
1997,Uguali uguali,Adriana Ruocco,2015,4.168,40,https://i.scdn.co/image/ab67616d0000b2738a3fe852f2fa7ec47ce3db21,1990,18
1997,Voglio un dio,Petra Magoni,2025,4.369,0,https://i.scdn.co/image/ab67616d0000b27359cd4b9f4218f9b520699937,1990,28
1998,Senza te o con te,Annalisa Minetti,2009,4.233,30,https://i.scdn.co/image/ab67616d0000b273b789181c166b8c72d2e87783,1990,11
1998,Amore lontanissimo,Antonella Ruggiero,1997,4.156,22,https://i.scdn.co/image/ab67616d0000b273491453ae02f2de551602c5f0,1990,0
1998,Sempre,Lisa,2014,4.086,31,https://i.scdn.co/image/ab67616d0000b2736e7f7bd519f6529f62c499c5,1990,16
1998,Solo come me,Paola Turci,2007,3.979,6,https://i.scdn.co/image/ab67616d0000b27379bceb3978cf661f6bccd30b,1990,9
1998,Pathos,Silvia Salemi,1998,4.027,3,https://i.scdn.co/image/ab67616d0000b273a2864e219c282bed8ac18709,1990,0
1998,Luce,Mango e Zenîma,2001,4.409,46,https://i.scdn.co/image/ab67616d0000b273ac4eb206a7d59330e0f0d715,1990,3
1998,Un po' di te,Luca Sepe,2023,2.117,30,https://i.scdn.co/image/ab67616d0000b2734c39fb779501f5ef12f9f245,1990,25
1998,Lasciarsi un giorno a Roma,Niccolò Fabi,1998,4.64,37,https://i.scdn.co/image/ab67616d0000b2731d1079d62b41fdc35cab3e3d,1990,0
1998,Un porto nel vento,Ron,2024,4.253,5,https://i.scdn.co/image/ab67616d0000b273e66b9f79bb8940ad97dfb45a,1990,26
1998,Canto per te,Andrea Mingardi,2023,2.925,23,https://i.scdn.co/image/ab67616d0000b27336b25601b413208092cd6687,1990,25
1998,Sei tu o lei (Quello che voglio),Alex Baroni,2002,4.325,25,https://i.scdn.co/image/ab67616d0000b273fafa2dd73b60499da5b7367d,1990,4
1998,E che mai sarà,Spagna,2004,4.089,10,https://i.scdn.co/image/ab67616d0000b2732017afb933c1f72113c2f11e,1990,6
1998,Dormi e sogna,Piccola Orchestra Avion Travel,1997,4.226,21,https://i.scdn.co/image/ab67616d0000b273187b00f153dddf9288ad9d31,1990,0
1998,Flamingo,Sergio Caputo,1998,3.721,8,https://i.scdn.co/image/ab67616d0000b273686440d5c3a323ae102e9379,1990,0
1998,Sotto il velo del cielo,Nuova Compagnia di Canto Popolare,2004,4.191,4,https://i.scdn.co/image/ab67616d0000b273a7e90389787055efd64a991d,1990,6
1998,Per te,Paola & Chiara,2005,3.824,11,https://i.scdn.co/image/ab67616d0000b27308fdc8ef2cd855664f31802c,1990,7
1998,Quando un musicista ride,Enzo Jannacci,2011,4.535,3,https://i.scdn.co/image/ab67616d0000b27330243114ebff191de0444e0d,1990,13
1999,Senza pietà,Anna Oxa,1999,4.703,38,https://i.scdn.co/image/ab67616d0000b273f64e941d9003ea79947acecb,1990,0
1999,Così è la vita,Mariella Nava,2013,4.441,3,https://i.scdn.co/image/ab67616d0000b2730bf06475fff2a6c7fad51f7d,1990,14
1999,Alberi,Enzo Gragnaniello con Ornella Vanoni,2019,4.235,20,https://i.scdn.co/image/ab67616d0000b273c441fffd720b2e50392e3266,1990,20
1999,Lo zaino,Stadio,1999,3.921,34,https://i.scdn.co/image/ab67616d0000b273980ebb600e8984a6f5f6c3d6,1990,0
1999,Ancora in volo,Al Bano,2017,4.176,4,https://i.scdn.co/image/ab67616d0000b27345b8557b0037caa31b959481,1990,18
1999,Un inverno da baciare,Marina Rei,2008,4.082,15,https://i.scdn.co/image/ab67616d0000b273b5493ac69fc0e9df131f3c50,1990,9
1999,Senza giacca e cravatta,Nino D'Angelo,1999,4.245,43,https://i.scdn.co/image/ab67616d0000b273a4f22c0811689ff737dc0a61,1990,0
1999,Aria,Daniele Silvestri,2008,4.215,10,https://i.scdn.co/image/ab67616d0000b273f3a7c1debcf215e235bd3745,1990,9
1999,Guardami negli occhi,Nada,2008,5.038,15,https://i.scdn.co/image/ab67616d0000b2732ac3f6702228bf77f96b2222,1990,9
1999,Amami Lara,Eugenio Finardi,2024,4.056,9,https://i.scdn.co/image/ab67616d0000b273e66b9f79bb8940ad97dfb45a,1990,25
1999,Dove dov'è,Gatto Panceri,1999,3.794,21,https://i.scdn.co/image/ab67616d0000b27340bbcf0e03d07338cc83b472,1990,0
1999,Il giorno perfetto,Gianluca Grignani,1999,3.588,20,https://i.scdn.co/image/ab67616d0000b2739ea1239450bef489e7001844,1990,0
1999,Come sei bella,Massimo Di Cataldo,2001,4.764,24,https://i.scdn.co/image/ab67616d0000b27342627fd01c64ceb7517eca63,1990,2
2000,Sentimento,Piccola Orchestra Avion Travel,2024,2.407,39,https://i.scdn.co/image/ab67616d0000b273de3104f45138daec1cb800c2,2000,24
2000,La tua ragazza sempre,Irene Grandi,2001,4.176,35,https://i.scdn.co/image/ab67616d0000b27318bcb034c7671043dbf4e1d2,2000,1
2000,Innamorato,Gianni Morandi,2023,2.616,43,https://i.scdn.co/image/ab67616d0000b273d0a7dfc11235eb8a6fc8fbf0,2000,23
2000,Il timido ubriaco,Max Gazzè,2000,3.672,32,https://i.scdn.co/image/ab67616d0000b27394e80c04c800e1bba9186e1e,2000,0
2000,Replay,Samuele Bersani,2000,4.367,35,https://i.scdn.co/image/ab67616d0000b2735e49d984a0952bdad2f8de1c,2000,0
2000,Gechi e vampiri,Gerardina Trovato,2014,2.807,31,https://i.scdn.co/image/ab67616d0000b273dd30d4672739adc1388b40f2,2000,14
2000,In bianco e nero,Carmen Consoli,2000,3.607,30,https://i.scdn.co/image/ab67616d0000b273c67ba13a79a6dc7892da9e6e,2000,0
2000,Brivido caldo,Matia Bazar,2000,4.15,27,https://i.scdn.co/image/ab67616d0000b273f34b797bf0c7750667a0f845,2000,0
2000,Il giorno dell'indipendenza,Alice,2000,3.728,2,https://i.scdn.co/image/ab67616d0000b2737280754e6928c6801b26153d,2000,0
2000,Non dirgli mai,Gigi D'Alessio,1999,4.226,50,https://i.scdn.co/image/ab67616d0000b2736c7d8b72df7e17026f6ea7f4,2000,0
2000,Tutti i miei sbagli,Subsonica,2000,4.055,45,https://i.scdn.co/image/ab67616d0000b2738f3e90821ef07b193ba8d409,2000,0
2000,Con il tuo nome,Ivana Spagna,2004,4.338,9,https://i.scdn.co/image/ab67616d0000b2732017afb933c1f72113c2f11e,2000,4
2000,Fare l'amore,Mietta,2000,4.211,28,https://i.scdn.co/image/ab67616d0000b2730216b3bc78729df23fd961d1,2000,0
2000,Futuro come te,Mariella Nava e Amedeo Minghi,2013,4.251,21,https://i.scdn.co/image/ab67616d0000b2730bf06475fff2a6c7fad51f7d,2000,13
2000,Raccontami di te,Marco Masini,2000,4.103,34,https://i.scdn.co/image/ab67616d0000b2736921d24bc993733a31849929,2000,0
2000,Un'altra vita,Umberto Tozzi,2000,4.878,7,https://i.scdn.co/image/ab67616d0000b27376df866b5e075110a9b745a8,2000,0
2001,Luce (tramonti a nord est),Elisa,2001,4.409,46,https://i.scdn.co/image/ab67616d0000b273ac4eb206a7d59330e0f0d715,2000,0
2001,Di sole e d'azzurro,Giorgia,2001,4.278,50,https://i.scdn.co/image/ab67616d0000b27335b5529f3e437ce062743aac,2000,0
2001,Questa nostra grande storia d'amore,Matia Bazar,2015,4.108,8,https://i.scdn.co/image/ab67616d0000b273ffb2abf6de3ac68d916387a3,2000,14
2001,L'acrobata,Michele Zarrillo,2001,4.579,30,https://i.scdn.co/image/ab67616d0000b273e3e3623149be3d7d670e7537,2000,0
2001,Saluto l'inverno,Paola Turci,2007,4.151,15,https://i.scdn.co/image/ab67616d0000b27379bceb3978cf661f6bccd30b,2000,6
2001,Anche tu,Jenny B,2001,4.251,5,https://i.scdn.co/image/ab67616d0000b273f65ad56b1423692df1cf29cf,2000,0
2001,Sono contento,Alex Britti,2000,3.956,20,https://i.scdn.co/image/ab67616d0000b273f7f1645498d55eef36b1d1e4,2000,0
2001,Tu che ne sai,Gigi D'Alessio,2001,4.594,38,https://i.scdn.co/image/ab67616d0000b273f0907408f9861d0482d14e91,2000,0
2001,Ciao Ninìn,Fabio Concato,2001,4.528,15,https://i.scdn.co/image/ab67616d0000b273424b3d3447e6232e705e5830,2000,0
2001,L'eterno movimento,Anna Oxa,2010,3.888,0,https://i.scdn.co/image/ab67616d0000b273e8b59f5543172186f57cf39e,2000,9
2001,Il profumo del mare,Gianni Bella,1998,5.958,6,https://i.scdn.co/image/ab67616d0000b27391760036b13d3c862ae35546,2000,0
2001,Fantasticamenteamore,Syria,2000,3.678,9,https://i.scdn.co/image/ab67616d0000b27391cc3d4a9c9d755f0f1c5be2,2000,0
2001,Mezze verità,Sottotono,2016,4.307,23,https://i.scdn.co/image/ab67616d0000b2734f44e82a2a21deb11e47a297,2000,15
2001,L'assenzio (The Power of Nothing),Bluvertigo,2001,3.89,29,https://i.scdn.co/image/ab67616d0000b2735747573d4e2cbfb3ff109882,2000,0
2002,Messaggio d'amore,Matia Bazar,2002,4.126,27,https://i.scdn.co/image/ab67616d0000b273e16352d72aca5a0ea9d9f99b,2000,0
2002,Dimmi come...,Alexia,2002,3.512,27,https://i.scdn.co/image/ab67616d0000b2737060209d17822e7a9063e411,2000,0
2002,Un altro amore,Gino Paoli,2018,3.504,20,https://i.scdn.co/image/ab67616d0000b2738884c46c54b5cbdf139cf373,2000,16
2002,Ora che ho bisogno di te,Fausto Leali e Luisa Corna,2013,4.422,13,https://i.scdn.co/image/ab67616d0000b2738117c6e3b888b5ae7e5c4893,2000,11
2002,Primavera a Sarajevo,Enrico Ruggeri,2002,3.755,4,https://i.scdn.co/image/ab67616d0000b2735eeb54acba49600d2a908c4d,2000,0
2002,Il cuore mio,Mariella Nava,2017,4.17,14,https://i.scdn.co/image/ab67616d0000b2733d31e0d19da32472317d398d,2000,15
2002,Amarti sì,Filippa Giordano,2002,4.209,9,https://i.scdn.co/image/ab67616d0000b273a8d054ab0aebf537c3627684,2000,0
2002,Tracce di te,Francesco Renga,2002,4.302,20,https://i.scdn.co/image/ab67616d0000b273108503df9dba99869d734e0e,2000,0
2002,Accidenti a te,Fiordaliso,2011,4.202,15,https://i.scdn.co/image/ab67616d0000b273c9e10fec5acee506fe3d1cc7,2000,9
2002,Ogni giorno di più,Gazosa,2002,3.922,19,https://i.scdn.co/image/ab67616d0000b2739da675984eeebda00114bf01,2000,0
2002,Gli angeli,Michele Zarrillo,2002,3.996,15,https://i.scdn.co/image/ab67616d0000b2739cc63940020bfb684ea717e3,2000,0
2002,Lacrime dalla Luna,Gianluca Grignani,2002,3.962,31,https://i.scdn.co/image/ab67616d0000b273e57f194430482659a226318d,2000,0
2002,Del perduto amore,Alessandro Safina,2000,3.654,44,https://i.scdn.co/image/ab67616d0000b2732b465cb61ec200f7352e8c0f,2000,0
2002,Salirò,Daniele Silvestri,2002,3.958,47,https://i.scdn.co/image/ab67616d0000b2731c41522a18f9f0ad946f8bd1,2000,0
2002,Marì,Nino D'Angelo,2010,3.826,23,https://i.scdn.co/image/ab67616d0000b27329d00713b2efce29209716d6,2000,8
2002,L'immenso,Patty Pravo,2002,3.924,13,https://i.scdn.co/image/ab67616d0000b273aa583ff0840a15cb943c5644,2000,0
2002,Dimmi che mi ami,Loredana Bertè,1998,3.128,26,https://i.scdn.co/image/ab67616d0000b273ed1260a49784dea6e9069e43,2000,0
2002,La mia canzone,Mino Reitano,2014,4.326,12,https://i.scdn.co/image/ab67616d0000b27334df59bea34d26729a67301e,2000,12
2002,Batte forte,Lollipop,2002,3.19,21,https://i.scdn.co/image/ab67616d0000b2731cb334beca3a10ddb0b4c616,2000,0
2002,Casa mia,Timoria,2024,3.509,56,https://i.scdn.co/image/ab67616d0000b273933392412e7443f3a4cb2775,2000,22
2003,Per dire di no,Alexia,2003,3.456,23,https://i.scdn.co/image/ab67616d0000b27366ccfce00b74867b6e0b8010,2000,0
2003,7000 caffè,Alex Britti,2003,3.594,38,https://i.scdn.co/image/ab67616d0000b273b9143ead7d80641046e18654,2000,0
2003,Tutto quello che un uomo,Sergio Cammariere,2002,4.171,43,https://i.scdn.co/image/ab67616d0000b27397b049d70f50fef8dd30a682,2000,0
2003,Nessuno tocchi Caino,Enrico Ruggeri e Andrea Mirò,2023,4.176,17,https://i.scdn.co/image/ab67616d0000b273a87fc6b157e9856a0008504f,2000,20
2003,L'amore è,Syria,2002,3.597,17,https://i.scdn.co/image/ab67616d0000b2732ae578e15bb2808bd2522c89,2000,0
2003,Oceano,Lisa,2023,4.767,0,https://i.scdn.co/image/ab67616d0000b273d7f78ff11e22933f1a0f9eab,2000,20
2003,Morirò d'amore,Giuni Russo,2022,3.84,18,https://i.scdn.co/image/ab67616d0000b2737312072d32a8197d9c43c964,2000,19
2003,Nel cuore delle donne,Silvia Salemi,2003,3.898,7,https://i.scdn.co/image/ab67616d0000b273d46e732ff235eedd91a73106,2000,0
2003,Di un amore,Antonella Ruggiero,2003,4.248,4,https://i.scdn.co/image/ab67616d0000b273bf66591e7e6bf97e27e9513f,2000,0
2003,Fortuna,Luca Barbarossa,2013,3.865,9,https://i.scdn.co/image/ab67616d0000b2733cee0e41c241d4dc966c91bc,2000,10
2003,'A storia 'e nisciuno,Nino D'Angelo,2010,4.622,24,https://i.scdn.co/image/ab67616d0000b27329d00713b2efce29209716d6,2000,7
2003,Un giorno nuovo,Cristiano De André,2003,5.392,4,https://i.scdn.co/image/ab67616d0000b2736d45158c6c2995a62eb46b65,2000,0
2003,Eri tu,Fausto Leali,2013,4.288,5,https://i.scdn.co/image/ab67616d0000b2738117c6e3b888b5ae7e5c4893,2000,10
2003,Cambierò,Anna Oxa,2011,3.793,0,https://i.scdn.co/image/ab67616d0000b27333336578a095f3eb8883b596,2000,8
2003,Quelli che non hanno età,Eiffel 65,2005,3.99,34,https://i.scdn.co/image/ab67616d0000b273b09b28c13eb5477b5a984bf6,2000,2
2003,Non si cresce mai,Bobby Solo e Little Tony,2012,3.746,10,https://i.scdn.co/image/ab67616d0000b27327786887a6ff8aa27011339a,2000,9
2003,Volere volare,Anna Tatangelo e Federico Stragà,2020,3.813,7,https://i.scdn.co/image/ab67616d0000b273ee94ba9e1aacbfb4c9a4a660,2000,17
2003,Tonight,Negrita,2003,3.424,20,https://i.scdn.co/image/ab67616d0000b2732a6810cf77292d8d6c9de0f8,2000,0
2003,Sarà una canzone,Amedeo Minghi,2016,4.001,3,https://i.scdn.co/image/ab67616d0000b27391e60f940279bf2ac11bda46,2000,13
2003,Fossi un tango,Iva Zanicchi,2003,3.914,1,https://i.scdn.co/image/ab67616d0000b2732d33e62551e0aabc59ebc577,2000,0
2004,L'uomo volante,Marco Masini,2004,3.925,46,https://i.scdn.co/image/ab67616d0000b27382580e5910d3e1deef6ef247,2000,0
2004,Sei la vita mia,Mario Rosini,2018,3.227,21,https://i.scdn.co/image/ab67616d0000b27315f846c23719919b887fcef0,2000,14
2004,"Aria, sole, terra e mare",Linda,2005,3.597,8,https://i.scdn.co/image/ab67616d0000b2739074f58d81c95adee998e52b,2000,1
2004,Guardami negli occhi (prego),Paolo Meneguzzi,1990,3.311,20,https://i.scdn.co/image/ab67616d0000b2733fe1da1430404c95d9295775,2000,0
2004,Guardastelle,Bungaro,2004,4.031,30,https://i.scdn.co/image/ab67616d0000b273e0baaba21b644967f25f5cd1,2000,0
2004,Quando l'aria mi sfiora,Massimo Modugno e Gipsy Kings,2010,3.232,0,https://i.scdn.co/image/ab67616d0000b273c9788c7f7c08029a34b22552,2000,6
2004,Generale Kamikaze,Stefano Picchi,2005,3.755,4,https://i.scdn.co/image/ab67616d0000b27393618a736bb90798f3a0883e,2000,1
2004,Cuore,Morris Albert e Mietta,2023,2.743,47,https://i.scdn.co/image/ab67616d0000b273629312cfec61079f53a42d8a,2000,19
2004,Le ore piccole,Neffa,2004,2.25,34,https://i.scdn.co/image/ab67616d0000b2734acd695821d8bfb745a21b50,2000,0
2004,Crudele,Mario Venuti,2003,4.088,32,https://i.scdn.co/image/ab67616d0000b273eb8fab4f1cf8b2be91743070,2000,0
2004,Era bellissimo,DJ Francesco,2015,4.024,15,https://i.scdn.co/image/ab67616d0000b2738f10f2d5e9d116a645ff1151,2000,11
2004,È stato tanto tempo fa,Simone Tomassini,2004,3.281,24,https://i.scdn.co/image/ab67616d0000b273ceb4fc7864c6f77274c1ba5f,2000,0
2004,Basterà,DB Boulevard e Bill Wyman,2019,3.787,6,https://i.scdn.co/image/ab67616d0000b273a803263da97759b786fa6763,2000,15
2004,È la musica,Andrea Mingardi e The Blues Brothers Band,2017,3.713,57,https://i.scdn.co/image/ab67616d0000b273061bf53ff7abeb2e89429bdf,2000,13
2004,Lavoro inutile,Omar Pedrini,2016,4.405,5,https://i.scdn.co/image/ab67616d0000b27367c3c4f584a0984502787f70,2000,12
2004,Sei un miracolo,Daniele Groff,2004,3.721,26,https://i.scdn.co/image/ab67616d0000b2737b7a59cbfe2548fa455946b1,2000,0
2004,Nessun consiglio,Adriano Pappalardo,2010,3.481,0,https://i.scdn.co/image/ab67616d0000b273de9516e48974e35d5399eb0b,2000,6
2004,Un angelo legato a un palo,Veruska,2010,3.598,0,https://i.scdn.co/image/ab67616d0000b2733cc0657d45bc72269e7adbb8,2000,6
2004,Il nostro amore,Andrè,2021,5.072,0,https://i.scdn.co/image/ab67616d0000b2731fb2368dd79e624d0e670313,2000,17
2004,Single,Danny Losito e Las Ketchup,2023,2.861,66,https://i.scdn.co/image/ab67616d0000b273fabd32dd9cefca8714c0ed41,2000,19
2004,Solo un sogno,Pacifico,2004,3.359,7,https://i.scdn.co/image/ab67616d0000b273c7dbcfdf1b440f44d1f44e2c,2000,0
2004,Ladro di te,Piotta,2004,3.616,21,https://i.scdn.co/image/ab67616d0000b273db5ff556fc66e9c6f29e030d,2000,0
2005,Angelo,Francesco Renga,2009,3.506,38,https://i.scdn.co/image/ab67616d0000b27361320824072e266aaa5c3543,2000,4
2005,Come noi nessuno al mondo,Toto Cutugno con Annalisa Minetti,2023,4.986,9,https://i.scdn.co/image/ab67616d0000b2734bc366901629ef713f94b462,2000,18
2005,Echi d'infinito,Antonella Ruggiero,2005,3.443,16,https://i.scdn.co/image/ab67616d0000b27306ad72934d614ce423910c30,2000,0
2005,Che mistero è l'amore,Nicky Nicolai e Stefano Di Battista Jazz Quartet,2024,4.059,0,https://i.scdn.co/image/ab67616d0000b2731e4d77c01521fdf6a8e7ec5e,2000,19
2005,Non credo nei miracoli,Laura Bono,2005,3.504,27,https://i.scdn.co/image/ab67616d0000b27300d9b7eaef7be50068c46805,2000,0
2005,Uomo bastardo,Marcella Bella,2019,3.515,10,https://i.scdn.co/image/ab67616d0000b273ead8c15ec7ca8efe68ed5612,2000,14
2005,Che farò,La Differenza,2005,3.43,13,https://i.scdn.co/image/ab67616d0000b27313a49abeeb4caa5582fa696f,2000,0
2005,Da grande,Alexia,2005,3.708,8,https://i.scdn.co/image/ab67616d0000b2735a65d6b219f7146d0a96e1fd,2000,0
2005,Grido d'amore,Matia Bazar,2005,3.656,16,https://i.scdn.co/image/ab67616d0000b2734ba10a22decf371328efad13,2000,0
2005,L'amore che non c'è,Gigi D'Alessio,2007,4.273,32,https://i.scdn.co/image/ab67616d0000b2734fcb290b7c1786660f70f906,2000,2
2005,L'immaginario,Veronica Ventavoli,2006,3.488,2,https://i.scdn.co/image/ab67616d0000b273f9a193d7a36c39294f766bd9,2000,1
2005,La panchina,Peppino di Capri,2013,3.395,13,https://i.scdn.co/image/ab67616d0000b2731bd9a481a009f9e6bc22df63,2000,8
2005,Nel mondo dei sogni,Marco Masini,2005,3.593,23,https://i.scdn.co/image/ab67616d0000b273242a4cc6e5c13af820f0716b,2000,0
2005,Ovunque andrò,Le Vibrazioni,2005,3.693,28,https://i.scdn.co/image/ab67616d0000b2733b2ffe1b030875174928ebb0,2000,0
2005,Ragazza di periferia,Anna Tatangelo,2006,4.28,36,https://i.scdn.co/image/ab67616d0000b27300a08e36b200ce2ba79c795b,2000,1
2005,Francesca,DJ Francesco Band,2023,4.501,57,https://i.scdn.co/image/ab67616d0000b2734a60a2e02534ecabc839dbe9,2000,18
2005,Non capiva che l'amavo,Paolo Meneguzzi,2005,3.463,29,https://i.scdn.co/image/ab67616d0000b2736a688ad79d6a36bb66ee2915,2000,0
2005,Fammi entrare,Marina Rei,2007,5.204,6,https://i.scdn.co/image/ab67616d0000b273777e5ef22d54bf0b5b5f725b,2000,2
2005,Colpevole,Nicola Arigliano,2005,3.101,40,https://i.scdn.co/image/ab67616d0000b27361eb431b2f4fd493ca05473d,2000,0
2005,Fammi respirare,Giovanna D'Angi,2005,3.37,0,https://i.scdn.co/image/ab67616d0000b273851d155ae6daf91b89b4de2e,2000,0
2005,Sono qui per questo,Max De Angelis,2005,3.066,7,https://i.scdn.co/image/ab67616d0000b2731ea41ce5e53c8f361849c622,2000,0
2005,L'idea,Equ,2005,3.54,3,https://i.scdn.co/image/ab67616d0000b27395cd26953f1077c5bf771227,2000,0
2005,Non escludo il ritorno,Franco Califano,2005,3.917,31,https://i.scdn.co/image/ab67616d0000b2731f626519cd57966dffb801d0,2000,0
2005,Dovevo dirti molte cose,Velvet,2005,3.766,20,https://i.scdn.co/image/ab67616d0000b27309198e2fb32e18b93254c054,2000,0
2005,Segui il tuo cuore,Christian Lo Zito,1985,5.503,13,https://i.scdn.co/image/ab67616d0000b2736a84ca1520512fdd8e92f015,2000,0
2005,Vorrei,Sabrina Guida,2012,3.49,1,https://i.scdn.co/image/ab67616d0000b273fc000d3a100bef4056507092,2000,7
2005,Riesci a innamorarmi,Modà,2005,3.694,12,https://i.scdn.co/image/ab67616d0000b273f86879c8004b3588ed465474,2000,0
2005,A modo mio,Paola & Chiara,2007,3.801,12,https://i.scdn.co/image/ab67616d0000b2738e51136a072319d0d9ba4140,2000,2
2005,Le parole,Umberto Tozzi,2005,4.891,7,https://i.scdn.co/image/ab67616d0000b273ba61c3647c8da9cf313a3f95,2000,0
2005,Ci vuole k...,Concido,2007,4.37,1,https://i.scdn.co/image/ab67616d0000b273d1fabd6b8fa3caf16de0e65a,2000,2
2005,Mentre tutto scorre,Negramaro,2006,3.356,49,https://i.scdn.co/image/ab67616d0000b273acffaed1a44430667c933519,2000,1
2006,Vorrei avere il becco,Povia,2006,2.979,30,https://i.scdn.co/image/ab67616d0000b27385084878280aa9da37937a25,2000,0
2006,Dove si va,Nomadi,2006,3.761,31,https://i.scdn.co/image/ab67616d0000b273cb87d660b19bfd4e67daf658,2000,0
2006,Essere una donna,Anna Tatangelo,2006,4.046,24,https://i.scdn.co/image/ab67616d0000b27300a08e36b200ce2ba79c795b,2000,0
2006,Sole negli occhi,Riccardo Maffoni,2004,3.479,3,https://i.scdn.co/image/ab67616d0000b273cf6f0ac031b562ce89e352d6,2000,0
2006,Che bella gente,Simone Cristicchi,2006,3.17,24,https://i.scdn.co/image/ab67616d0000b273ab93449d225af9a1fc547cec,2000,0
2006,Com'è straordinaria la vita,Dolcenera,2006,3.907,26,https://i.scdn.co/image/ab67616d0000b27384e46a829d870a6d4c215a73,2000,0
2006,L'alfabeto degli amanti,Michele Zarrillo,2006,3.883,30,https://i.scdn.co/image/ab67616d0000b2733e941e65e58f94959dea6d8e,2000,0
2006,Svegliarsi la mattina,Zero Assoluto,2007,3.718,49,https://i.scdn.co/image/ab67616d0000b273d261a210fcab3f26adda16e2,2000,1
2006,Tempesta,Simona Bencini,2005,3.532,3,https://i.scdn.co/image/ab67616d0000b273de6322c3d6f72947ca415539,2000,0
2006,Lei ha la notte,Nicky Nicolai,2006,4.358,2,https://i.scdn.co/image/ab67616d0000b27315a0b4a3f67bf861970836ed,2000,0
2006,L'uomo delle stelle,Ron,2018,1.844,2,https://i.scdn.co/image/ab67616d0000b2737ac0c389a2fcfbb86665e240,2000,12
2006,Solo con te,Alex Britti,2011,3.611,11,https://i.scdn.co/image/ab67616d0000b27348874dfa534fe0a9bb053641,2000,5
2006,Musica e speranza,I Ragazzi di Scampia con Gigi Finizio,2013,3.397,16,https://i.scdn.co/image/ab67616d0000b273552fef24a1d6deccd0f69f93,2000,7
2006,Solo lei mi dà,Sugarfree,2005,3.312,28,https://i.scdn.co/image/ab67616d0000b27356f5a5eaa342ecdd860ab4c8,2000,0
2006,Un mondo senza parole,Monia Russo,2020,3.766,0,https://i.scdn.co/image/ab67616d0000b27348693d5e922a4bf1e3e6da02,2000,14
2006,Irraggiungibile,L'Aura,2006,4.268,17,https://i.scdn.co/image/ab67616d0000b27354392856209fab789db8b0c3,2000,0
2006,Di luna morirei,Helena Hellwig,2010,3.56,0,https://i.scdn.co/image/ab67616d0000b273970f4a6c02888d02dbeb3f91,2000,4
2006,Preda innocente,Tiziano Orecchio,2008,5.434,5,https://i.scdn.co/image/ab67616d0000b273e244a386cc9ec582bb895034,2000,2
2006,Un discorso in generale,"Noa, Carlo Fava & Solis String Quartet",2006,3.986,3,https://i.scdn.co/image/ab67616d0000b273a4eb7ddc71d34ce36e6d8dea,2000,0
2006,Noi non possiamo cambiare,Ivana Spagna,2009,3.995,2,https://i.scdn.co/image/ab67616d0000b273c60d5410f6ac4ba310f26d89,2000,3
2006,Sparirò,Luca Dirisio,2006,3.767,29,https://i.scdn.co/image/ab67616d0000b27384e052f2fdf75ffcc88316c6,2000,0
